bildid	bil_landing_page	contributor	affiliation	award_number	project	consortium	bildirectory	generalmodality	technique	species	taxonomy	genotype	samplelocalid	size	pretty_size	number_of_files	file_types	frequencies
ace-air-hug	https://api.brainimagelibrary.org/web/view?bildid=ace-air-hug	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/d6/d1/d6d13d0d30ebbb32/677088033/	cell morphology	PATCH-Seq	human	NCBI:txid9606	NA	677088033	423909	414.0K	3	{'tracing': 3}	"{'.swc': 2, '.marker': 1}"
ace-air-jog	https://api.brainimagelibrary.org/web/view?bildid=ace-air-jog	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/d6/d1/d6d13d0d30ebbb32/701072592/	cell morphology	PATCH-Seq	human	NCBI:txid9606	NA	701072592	1403346	1.3M	3	{'tracing': 3}	"{'.swc': 2, '.marker': 1}"
ace-air-lag	https://api.brainimagelibrary.org/web/view?bildid=ace-air-lag	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/d6/d1/d6d13d0d30ebbb32/720871158/	cell morphology	PATCH-Seq	human	NCBI:txid9606	NA	720871158	418223	408.4K	3	{'tracing': 3}	"{'.swc': 2, '.marker': 1}"
ace-air-pad	https://api.brainimagelibrary.org/web/view?bildid=ace-air-pad	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/d6/d1/d6d13d0d30ebbb32/774620186/	cell morphology	PATCH-Seq	human	NCBI:txid9606	NA	774620186	679779	663.8K	3	{'tracing': 3}	"{'.swc': 2, '.marker': 1}"
ace-air-key	https://api.brainimagelibrary.org/web/view?bildid=ace-air-key	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/d6/d1/d6d13d0d30ebbb32/716918890/	cell morphology	PATCH-Seq	human	NCBI:txid9606	NA	716918890	352112	343.9K	3	{'tracing': 3}	"{'.swc': 2, '.marker': 1}"
ace-air-pup	https://api.brainimagelibrary.org/web/view?bildid=ace-air-pup	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/d6/d1/d6d13d0d30ebbb32/794276683/	cell morphology	PATCH-Seq	human	NCBI:txid9606	NA	794276683	1005310	981.7K	3	{'tracing': 3}	"{'.swc': 2, '.marker': 1}"
ace-air-rag	https://api.brainimagelibrary.org/web/view?bildid=ace-air-rag	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/d6/d1/d6d13d0d30ebbb32/832627767/	cell morphology	PATCH-Seq	human	NCBI:txid9606	NA	832627767	434552	424.4K	3	{'tracing': 3}	"{'.swc': 2, '.marker': 1}"
ace-air-gem	https://api.brainimagelibrary.org/web/view?bildid=ace-air-gem	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/d6/d1/d6d13d0d30ebbb32/541549258/	cell morphology	PATCH-Seq	human	NCBI:txid9606	NA	541549258	1072617	1.0M	3	{'tracing': 3}	"{'.swc': 2, '.marker': 1}"
ace-air-gin	https://api.brainimagelibrary.org/web/view?bildid=ace-air-gin	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/d6/d1/d6d13d0d30ebbb32/569835804/	cell morphology	PATCH-Seq	human	NCBI:txid9606	NA	569835804	534160	521.6K	3	{'tracing': 3}	"{'.swc': 2, '.marker': 1}"
ace-air-got	https://api.brainimagelibrary.org/web/view?bildid=ace-air-got	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/d6/d1/d6d13d0d30ebbb32/569860121/	cell morphology	PATCH-Seq	human	NCBI:txid9606	NA	569860121	788616	770.1K	3	{'tracing': 3}	"{'.swc': 2, '.marker': 1}"
ace-air-gut	https://api.brainimagelibrary.org/web/view?bildid=ace-air-gut	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/d6/d1/d6d13d0d30ebbb32/576110753/	cell morphology	PATCH-Seq	human	NCBI:txid9606	NA	576110753	734062	716.9K	3	{'tracing': 3}	"{'.swc': 2, '.marker': 1}"
ace-air-pot	https://api.brainimagelibrary.org/web/view?bildid=ace-air-pot	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/d6/d1/d6d13d0d30ebbb32/786508373/	cell morphology	PATCH-Seq	human	NCBI:txid9606	NA	786508373	312357	305.0K	3	{'tracing': 3}	"{'.swc': 2, '.marker': 1}"
ace-air-has	https://api.brainimagelibrary.org/web/view?bildid=ace-air-has	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/d6/d1/d6d13d0d30ebbb32/576134298/	cell morphology	PATCH-Seq	human	NCBI:txid9606	NA	576134298	1420957	1.4M	3	{'tracing': 3}	"{'.swc': 2, '.marker': 1}"
ace-air-pop	https://api.brainimagelibrary.org/web/view?bildid=ace-air-pop	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/d6/d1/d6d13d0d30ebbb32/786497938/	cell morphology	PATCH-Seq	human	NCBI:txid9606	NA	786497938	990290	967.1K	3	{'tracing': 3}	"{'.swc': 2, '.marker': 1}"
ace-air-pit	https://api.brainimagelibrary.org/web/view?bildid=ace-air-pit	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/d6/d1/d6d13d0d30ebbb32/786472956/	cell morphology	PATCH-Seq	human	NCBI:txid9606	NA	786472956	697452	681.1K	3	{'tracing': 3}	"{'.swc': 2, '.marker': 1}"
ace-ask-bog	https://api.brainimagelibrary.org/web/view?bildid=ace-ask-bog	"Zeng, Hongkui"	Allen Institute for Brain Science	None	Hongkui Zeng Project	Brain Initiative Cell Census Network (BICCN)	/bil/data/95/17/9517d4f172ff9efc/674126167	cell morphology	PATCH-Seq	mouse	NCBI:txid10090	NA	674126167	1121136	1.1M	3	{'tracing': 3}	"{'.swc': 2, '.marker': 1}"
ace-air-pin	https://api.brainimagelibrary.org/web/view?bildid=ace-air-pin	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/d6/d1/d6d13d0d30ebbb32/786464137/	cell morphology	PATCH-Seq	human	NCBI:txid9606	NA	786464137	333787	326.0K	3	{'tracing': 3}	"{'.swc': 2, '.marker': 1}"
ace-air-pod	https://api.brainimagelibrary.org/web/view?bildid=ace-air-pod	"Lein, Ed"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/d6/d1/d6d13d0d30ebbb32/786497332/	cell morphology	PATCH-Seq	human	NCBI:txid9606	NA	786497332	586671	572.9K	3	{'tracing': 3}	"{'.swc': 2, '.marker': 1}"
ace-cup-rig	https://api.brainimagelibrary.org/web/view?bildid=ace-cup-rig	"Kalmbach, Brian"	Allen Institute for Brain Science	1-U01-MH114812-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/a5/91/a5913ecb81864927/851858759	cell morphology	Patch-seq	mouse	NCBI:txid10090	Chrna2-Cre_OE25/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt	851858759	974582	951.7K	3	{'tracing': 3}	"{'.swc': 2, '.marker': 1}"
ace-arm	https://api.brainimagelibrary.org/web/view?bildid=ace-arm	"Huang, Z. Josh"	Cold Spring Harbor Laboratory	1-U19-MH114821-01	U19 Huang	Brain Initiative Cell Census Network (BICCN)	/bil/data/3a/c1/3ac1bdc022d0da78/191184-32	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	Fezf2-2A-CreER*LSL-Flpo	191184	71608296	68.3M	32	{'tracing': 32}	{'.swc': 32}
ace-ban-ply	https://api.brainimagelibrary.org/web/view?bildid=ace-ban-ply	"Zeng, Hongkui"	Allen Institute for Brain Science	1-U19-MH114830-01	U19 Zeng	Brain Initiative Cell Census Network (BICCN)	/bil/data/b7/93/b79396b82949005c/mouseID_374712-18453/	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	Cux2-CreERT2/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt	18453	276630773	263.8M	324	{'tracing': 324}	{'.swc': 324}
ace-ban-pin	https://api.brainimagelibrary.org/web/view?bildid=ace-ban-pin	"Zeng, Hongkui"	Allen Institute for Brain Science	1-U19-MH114830-01	U19 Zeng	Brain Initiative Cell Census Network (BICCN)	/bil/data/b7/93/b79396b82949005c/mouseID_358361-18047/	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	Fezf2-CreER/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt	18047	28711468	27.4M	33	{'tracing': 33}	{'.swc': 33}
ace-bit-ski	https://api.brainimagelibrary.org/web/view?bildid=ace-bit-ski	"Yang, X. William"	"University of California, Los Angeles"	1-U01-MH117079-01	U01 Yang	Brain Initiative Cell Census Network (BICCN)	/bil/data/cf/13/cf1354b86c53f0a5/MS16-1_Lvl2_Reconstruction/	cell morphology	MORF genetic sparse labeling	mouse	10090	Etv1-CreERT2-Cre; MORF3 (C57BL/6)	MS16-1	30010091270	27.9G	68	"{'tracing': 34, 'images': 34}"	"{'.swc': 34, '.tif': 34}"
ace-add-wag	https://api.brainimagelibrary.org/web/view?bildid=ace-add-wag	"Zeng, Hongkui"	Allen Institute for Brain Science	1-U19-MH114830-01	U19 Zeng	Brain Initiative Cell Census Network (BICCN)	/bil/data/e0/ea/e0ea5f7d2c9a1728/release_20190923/18458/	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	Vipr2-IRES2-Cre-neo;Ai166_381487-18458;Vipr2-IRES2-Cre-neo;Ai166_381487-18458;	Dir_18458	30459778	29.0M	34	{'tracing': 34}	{'.swc': 34}
ace-ban-pry	https://api.brainimagelibrary.org/web/view?bildid=ace-ban-pry	"Zeng, Hongkui"	Allen Institute for Brain Science	1-U19-MH114830-01	U19 Zeng	Brain Initiative Cell Census Network (BICCN)	/bil/data/b7/93/b79396b82949005c/mouseID_374706-18461/	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	Cux2-CreERT2/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt	18461	26274041	25.1M	36	{'tracing': 36}	{'.swc': 36}
ace-ban-rid	https://api.brainimagelibrary.org/web/view?bildid=ace-ban-rid	"Zeng, Hongkui"	Allen Institute for Brain Science	1-U19-MH114830-01	U19 Zeng	Brain Initiative Cell Census Network (BICCN)	/bil/data/b7/93/b79396b82949005c/mouseID_396477-18869/	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	Pvalb-T2A-CreERT2/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt	18869	313599926	299.1M	363	{'tracing': 363}	{'.swc': 363}
wet	https://api.brainimagelibrary.org/web/view?bildid=wet	"Huang, Z. Josh"	Cold Spring Harbor Laboratory	1-U19-MH114821-01	U19 Huang	Brain Initiative Cell Census Network (BICCN)	/bil/data/3a/c1/3ac1bdc022d0da78/182683-38	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	FEZF2-CreER*lsl-flp	182683	175242371	167.1M	38	{'tracing': 38}	{'.swc': 38}
ace-add-was	https://api.brainimagelibrary.org/web/view?bildid=ace-add-was	"Zeng, Hongkui"	Allen Institute for Brain Science	1-U19-MH114830-01	U19 Zeng	Brain Initiative Cell Census Network (BICCN)	/bil/data/e0/ea/e0ea5f7d2c9a1728/release_20190923/18463/	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	Tnnt1-IRES2-CreERT2;Ai82;Ai140_383680-18463;Tnnt1-IRES2-CreERT2;Ai82;Ai140_383680-18463;	Dir_18463	24987039	23.8M	38	{'tracing': 38}	{'.swc': 38}
ace-ban-pie	https://api.brainimagelibrary.org/web/view?bildid=ace-ban-pie	"Zeng, Hongkui"	Allen Institute for Brain Science	1-U19-MH114830-01	U19 Zeng	Brain Initiative Cell Census Network (BICCN)	/bil/data/b7/93/b79396b82949005c/mouseID_351327-17787/	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	Plxnd1-CreER/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt	17787	16648783	15.9M	39	{'tracing': 39}	{'.swc': 39}
ace-add-war	https://api.brainimagelibrary.org/web/view?bildid=ace-add-war	"Zeng, Hongkui"	Allen Institute for Brain Science	1-U19-MH114830-01	U19 Zeng	Brain Initiative Cell Census Network (BICCN)	/bil/data/e0/ea/e0ea5f7d2c9a1728/release_20190923/18462/	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462;Tnnt1-IRES2-CreERT2;Ai82;Ai140_373641-18462;	Dir_18462	25309382	24.1M	39	{'tracing': 39}	{'.swc': 39}
ace-ban-rag	https://api.brainimagelibrary.org/web/view?bildid=ace-ban-rag	"Zeng, Hongkui"	Allen Institute for Brain Science	1-U19-MH114830-01	U19 Zeng	Brain Initiative Cell Census Network (BICCN)	/bil/data/b7/93/b79396b82949005c/mouseID_383128-18465/	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	Vipr2-IRES2-Cre-neo/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt	18465	150727549	143.7M	393	{'tracing': 393}	{'.swc': 393}
ace-add-new	https://api.brainimagelibrary.org/web/view?bildid=ace-add-new	"Zeng, Hongkui"	Allen Institute for Brain Science	1-U19-MH114830-01	U19 Zeng	Brain Initiative Cell Census Network (BICCN)	/bil/data/b4/d4/b4d4211078a67217/17781/	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	Gnb4-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2)	AIBS_732664811	15612810	14.9M	4	{'tracing': 4}	{'.swc': 4}
ace-bit	https://api.brainimagelibrary.org/web/view?bildid=ace-bit	"Huang, Z. Josh"	Cold Spring Harbor Laboratory	1-U19-MH114821-01	U19 Huang	Brain Initiative Cell Census Network (BICCN)	/bil/data/3a/c1/3ac1bdc022d0da78/193663-4	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	PlxnD1-2A-creER*LSL-Flpo	193663	31112349	29.7M	4	{'tracing': 4}	{'.swc': 4}
ace-bed	https://api.brainimagelibrary.org/web/view?bildid=ace-bed	"Huang, Z. Josh"	Cold Spring Harbor Laboratory	1-U19-MH114821-01	U19 Huang	Brain Initiative Cell Census Network (BICCN)	/bil/data/3a/c1/3ac1bdc022d0da78/193379-4	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	Fezf2-2A-CreER*LSL-Flpo	193379	6467401	6.2M	4	{'tracing': 4}	{'.swc': 4}
ace-art	https://api.brainimagelibrary.org/web/view?bildid=ace-art	"Huang, Z. Josh"	Cold Spring Harbor Laboratory	1-U19-MH114821-01	U19 Huang	Brain Initiative Cell Census Network (BICCN)	/bil/data/3a/c1/3ac1bdc022d0da78/191185-4	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	Fezf2-2A-CreER*LSL-Flpo	191185	14953175	14.3M	4	{'tracing': 4}	{'.swc': 4}
zoo	https://api.brainimagelibrary.org/web/view?bildid=zoo	"Huang, Z. Josh"	Cold Spring Harbor Laboratory	1-U19-MH114821-01	U19 Huang	Brain Initiative Cell Census Network (BICCN)	/bil/data/3a/c1/3ac1bdc022d0da78/190134-4	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	PlxnD1-2A-creER*LSL-Flpo	190134	25224522	24.1M	4	{'tracing': 4}	{'.swc': 4}
wax	https://api.brainimagelibrary.org/web/view?bildid=wax	"Huang, Z. Josh"	Cold Spring Harbor Laboratory	1-U19-MH114821-01	U19 Huang	Brain Initiative Cell Census Network (BICCN)	/bil/data/3a/c1/3ac1bdc022d0da78/182448-4	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	PlexinD1-creER	182448	385271	376.2K	4	{'tracing': 4}	{'.swc': 4}
ace-ban-pot	https://api.brainimagelibrary.org/web/view?bildid=ace-ban-pot	"Zeng, Hongkui"	Allen Institute for Brain Science	1-U19-MH114830-01	U19 Zeng	Brain Initiative Cell Census Network (BICCN)	/bil/data/b7/93/b79396b82949005c/mouseID_381484-18457/	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	Vipr2-IRES2-Cre-neo/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt	18457	184095479	175.6M	411	{'tracing': 411}	{'.swc': 411}
ace-ban-pop	https://api.brainimagelibrary.org/web/view?bildid=ace-ban-pop	"Zeng, Hongkui"	Allen Institute for Brain Science	1-U19-MH114830-01	U19 Zeng	Brain Initiative Cell Census Network (BICCN)	/bil/data/b7/93/b79396b82949005c/mouseID_373368-18455/	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2)	18455	221552672	211.3M	411	{'tracing': 411}	{'.swc': 411}
ace-ban-rig	https://api.brainimagelibrary.org/web/view?bildid=ace-ban-rig	"Zeng, Hongkui"	Allen Institute for Brain Science	1-U19-MH114830-01	U19 Zeng	Brain Initiative Cell Census Network (BICCN)	/bil/data/b7/93/b79396b82949005c/mouseID_405429-182725/	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	Fezf2-CreER/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt	182725	44924013	42.8M	42	{'tracing': 42}	{'.swc': 42}
web	https://api.brainimagelibrary.org/web/view?bildid=web	"Huang, Z. Josh"	Cold Spring Harbor Laboratory	1-U19-MH114821-01	U19 Huang	Brain Initiative Cell Census Network (BICCN)	/bil/data/3a/c1/3ac1bdc022d0da78/182681-42	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	FEZF2-CreER*lsl-flp	182681	187760603	179.1M	42	{'tracing': 42}	{'.swc': 42}
ace-did-war	https://api.brainimagelibrary.org/web/view?bildid=ace-did-war	"Peng, Hanchuan"	Southeast University	1-U19-MH114830-01	U19 Zeng	Brain Initiative Cell Census Network (BICCN)	/bil/data/0f/cd/0fcde5fdd6f7ccb2/mouseID_373367-18454	cell morphology	fMOST	mouse	NCBI:txid10090	Tnnt1-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2)	373367	403995189	385.3M	420	{'tracing': 420}	{'.swc': 420}
ace-act	https://api.brainimagelibrary.org/web/view?bildid=ace-act	"Huang, Z. Josh"	Cold Spring Harbor Laboratory	1-U19-MH114821-01	U19 Huang	Brain Initiative Cell Census Network (BICCN)	/bil/data/3a/c1/3ac1bdc022d0da78/190367-47	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	FEZF2-CreER*lsl-flp	190367	166207336	158.5M	47	{'tracing': 47}	{'.swc': 47}
ace-bug	https://api.brainimagelibrary.org/web/view?bildid=ace-bug	"Huang, Z. Josh"	Cold Spring Harbor Laboratory	1-U19-MH114821-01	U19 Huang	Brain Initiative Cell Census Network (BICCN)	/bil/data/3a/c1/3ac1bdc022d0da78/195401-49	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	C57BL/8J	195401	287890389	274.6M	49	{'tracing': 49}	{'.swc': 49}
ace-add-vow	https://api.brainimagelibrary.org/web/view?bildid=ace-add-vow	"Zeng, Hongkui"	Allen Institute for Brain Science	1-U19-MH114830-01	U19 Zeng	Brain Initiative Cell Census Network (BICCN)	/bil/data/e0/ea/e0ea5f7d2c9a1728/release_20190923/18457/	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	Vipr2-IRES2-Cre-neo;Ai166_381484-18457 ;Vipr2-IRES2-Cre-neo;Ai166_381484-18457 ;	Dir_18457 	34795582	33.2M	49	{'tracing': 49}	{'.swc': 49}
ace-did-act	https://api.brainimagelibrary.org/web/view?bildid=ace-did-act	"Kim, Mean-Hwan"	Allen Institute for Brain Science	1-RF1-MH114126-01	U01 Lein	Brain Initiative Cell Census Network (BICCN)	/bil/data/6f/2d/6f2df093df0d6c58/swc	cell morphology	other	human	NCBI:txid9606		H18.03.314.11.04	1355015	1.3M	5	{'tracing': 5}	{'.swc': 5}
win	https://api.brainimagelibrary.org/web/view?bildid=win	"Huang, Z. Josh"	Cold Spring Harbor Laboratory	1-U19-MH114821-01	U19 Huang	Brain Initiative Cell Census Network (BICCN)	/bil/data/3a/c1/3ac1bdc022d0da78/190129-5	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	PlxnD1-2A-creER*LSL-Flpo	190129	1484760	1.4M	5	{'tracing': 5}	{'.swc': 5}
ace-bat	https://api.brainimagelibrary.org/web/view?bildid=ace-bat	"Huang, Z. Josh"	Cold Spring Harbor Laboratory	1-U19-MH114821-01	U19 Huang	Brain Initiative Cell Census Network (BICCN)	/bil/data/3a/c1/3ac1bdc022d0da78/193374-5	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	Fezf2-2A-CreER*LSL-Flpo	193374	14436265	13.8M	5	{'tracing': 5}	{'.swc': 5}
ace-big	https://api.brainimagelibrary.org/web/view?bildid=ace-big	"Huang, Z. Josh"	Cold Spring Harbor Laboratory	1-U19-MH114821-01	U19 Huang	Brain Initiative Cell Census Network (BICCN)	/bil/data/3a/c1/3ac1bdc022d0da78/193644-5	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	PlexinD1-CreER*LSL-flp	193644	38717567	36.9M	5	{'tracing': 5}	{'.swc': 5}
ace-add-web	https://api.brainimagelibrary.org/web/view?bildid=ace-add-web	"Zeng, Hongkui"	Allen Institute for Brain Science	1-U19-MH114830-01	U19 Zeng	Brain Initiative Cell Census Network (BICCN)	/bil/data/e0/ea/e0ea5f7d2c9a1728/release_20190923/18465/	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	Vipr2-IRES2-Cre-neo;Ai166_383128-18465;Vipr2-IRES2-Cre-neo;Ai166_383128-18465;	Dir_18465	38036914	36.3M	54	{'tracing': 54}	{'.swc': 54}
ace-did-wig	https://api.brainimagelibrary.org/web/view?bildid=ace-did-wig	"Peng, Hanchuan"	Southeast University	1-U19-MH114830-01	U19 Zeng	Brain Initiative Cell Census Network (BICCN)	/bil/data/0f/cd/0fcde5fdd6f7ccb2/mouseID_378668-18470	cell morphology	fMOST	mouse	NCBI:txid10090	Fezf2-CreER/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt	378668	28607004	27.3M	6	{'tracing': 6}	{'.swc': 6}
ace-bog	https://api.brainimagelibrary.org/web/view?bildid=ace-bog	"Huang, Z. Josh"	Cold Spring Harbor Laboratory	1-U19-MH114821-01	U19 Huang	Brain Initiative Cell Census Network (BICCN)	/bil/data/3a/c1/3ac1bdc022d0da78/193666-6	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	PlexinD1-CreER	193666	14788598	14.1M	6	{'tracing': 6}	{'.swc': 6}
ace-add-nil	https://api.brainimagelibrary.org/web/view?bildid=ace-add-nil	"Zeng, Hongkui"	Allen Institute for Brain Science	1-U19-MH114830-01	U19 Zeng	Brain Initiative Cell Census Network (BICCN)	/bil/data/b4/d4/b4d4211078a67217/17782/	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	Gnb4-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2)	AIBS_732665241	29364069	28.0M	6	{'tracing': 6}	{'.swc': 6}
ace-add-wet	https://api.brainimagelibrary.org/web/view?bildid=ace-add-wet	"Zeng, Hongkui"	Allen Institute for Brain Science	1-U19-MH114830-01	U19 Zeng	Brain Initiative Cell Census Network (BICCN)	/bil/data/e0/ea/e0ea5f7d2c9a1728/release_20190923/18869/	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	Pvalb-T2A-CreERT2;Ai166_396477-18869;Pvalb-T2A-CreERT2;Ai166_396477-18869;	Dir_18869	2334611	2.2M	6	{'tracing': 6}	{'.swc': 6}
ace-add-use	https://api.brainimagelibrary.org/web/view?bildid=ace-add-use	"Zeng, Hongkui"	Allen Institute for Brain Science	1-U19-MH114830-01	U19 Zeng	Brain Initiative Cell Census Network (BICCN)	/bil/data/e0/ea/e0ea5f7d2c9a1728/release_20190923/17545/	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	Tnnt1-IRES2-CreERT2;Ai82;Ai140-321244;Tnnt1-IRES2-CreERT2;Ai82;Ai140-321244;	Dir_17545	4105475	3.9M	6	{'tracing': 6}	{'.swc': 6}
ace-did-toy	https://api.brainimagelibrary.org/web/view?bildid=ace-did-toy	"Peng, Hanchuan"	Southeast University	1-U19-MH114830-01	U19 Zeng	Brain Initiative Cell Census Network (BICCN)	/bil/data/0f/cd/0fcde5fdd6f7ccb2/mouseID_297974-17109	cell morphology	fMOST	mouse	NCBI:txid10090	Gnb4-IRES2-CreERT2/wt;Ai140(TIT2L-GFP-ICL-tTA2)/wt	297974	87881058	83.8M	60	{'tracing': 60}	{'.swc': 60}
ace-did-van	https://api.brainimagelibrary.org/web/view?bildid=ace-did-van	"Peng, Hanchuan"	Southeast University	1-U19-MH114830-01	U19 Zeng	Brain Initiative Cell Census Network (BICCN)	/bil/data/0f/cd/0fcde5fdd6f7ccb2/mouseID_339951-17781	cell morphology	fMOST	mouse	NCBI:txid10090	Gnb4-IRES2-CreERT2/wt;Ai82(TITL-GFP)/Ai140(TIT2L-GFP-ICL-tTA2)	339951	207444915	197.8M	62	{'tracing': 62}	{'.swc': 62}
ace-did-win	https://api.brainimagelibrary.org/web/view?bildid=ace-did-win	"Peng, Hanchuan"	Southeast University	1-U19-MH114830-01	U19 Zeng	Brain Initiative Cell Census Network (BICCN)	/bil/data/0f/cd/0fcde5fdd6f7ccb2/mouseID_380470-191812	cell morphology	fMOST	mouse	NCBI:txid10090	Plxnd1-CreER/wt;Ai166(TIT2L-MORF-ICL-tTA2)/wt	380470	180751210	172.4M	64	{'tracing': 64}	{'.swc': 64}
ace-bay	https://api.brainimagelibrary.org/web/view?bildid=ace-bay	"Huang, Z. Josh"	Cold Spring Harbor Laboratory	1-U19-MH114821-01	U19 Huang	Brain Initiative Cell Census Network (BICCN)	/bil/data/3a/c1/3ac1bdc022d0da78/193377-7	cell morphology	fMOST; neuron morphology reconstruction	mouse	NCBI:txid10090	Fezf2-2A-CreER*LSL-Flpo	193377	27470933	26.2M	7	{'tracing': 7}	{'.swc': 7}
